_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1282983,4154353,2017,2017,1958,PRIVATE,5,York South-Weston,2420 KEELE ST,3,11,2017-11-09,51,Evaluation needs to be conducted in 1 year,16,3,2,3,2,2,3,,2,,2,2,2,5,3,2,3,,3,2,,W0526,43.71024845,-79.47881998,306491.343,4840921.369
1282984,4154306,2017,2017,1953,PRIVATE,5,York South-Weston,2421 KEELE ST,3,12,2017-11-09,65,Evaluation needs to be conducted in 1 year,15,3,3,3,3,4,2,,3,,,3,2,5,4,4,3,,4,3,,W0523,43.71052719,-79.47810818,306548.697,4840952.348
1282985,4155151,2017,2017,1940,PRIVATE,5,York South-Weston,50 JOHN ST,3,14,2017-11-09,71,Evaluation needs to be conducted in 2 years,15,3,4,4,3,4,3,,2,,,4,4,5,3,4,4,,3,3,,W0525,43.70337051,-79.51641406,303461.293,4840158.234
1282986,4152698,2017,2017,1960,PRIVATE,21,Scarborough Centre,806 KENNEDY RD,5,57,2017-11-09,61,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,2,3,3,,3,2,5,4,3,2,3,3,3,,E2133,43.73353318,-79.26933136,323366.283,4843533.667
1282987,4152705,2017,2017,1969,PRIVATE,21,Scarborough Centre,815 KENNEDY RD,5,33,2017-11-09,67,Evaluation needs to be conducted in 2 years,17,3,4,4,3,3,3,,3,4,,4,3,5,3,3,4,2,3,3,,E2133,43.73434037,-79.26812403,323463.283,4843623.61
1282988,4152707,2017,2017,1961,PRIVATE,21,Scarborough Centre,821 KENNEDY RD,6,59,2017-11-09,59,Evaluation needs to be conducted in 1 year,17,4,4,4,2,3,1,,2,4,,3,3,5,4,2,2,2,3,2,,E2133,43.73513353,-79.26857424,323426.766,4843711.623
1282989,4154307,2017,2017,1954,PRIVATE,5,York South-Weston,2423 KEELE ST,3,12,2017-11-09,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,,3,,,3,2,5,4,4,3,,4,3,,W0523,43.71078569,-79.47825878,306536.553,4840981.063
1282990,4154993,2017,2017,1948,PRIVATE,12,Toronto-St. Paul's,1594 BATHURST ST,3,22,2017-11-09,61,Evaluation needs to be conducted in 1 year,15,4,4,3,3,2,3,,3,,,3,1,5,3,3,3,,3,3,,S1229,43.68786392,-79.42063734,311182.487,4838437.357
1282991,4154990,2017,2017,1923,PRIVATE,12,Toronto-St. Paul's,1602 BATHURST ST,4,32,2017-11-09,60,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,1,,3,,3,3,3,5,3,3,2,,3,3,,S1229,43.68861153,-79.42094117,311157.917,4838520.396
1282992,4154107,2017,2017,1973,PRIVATE,14,Toronto-Danforth,1111 BROADVIEW AVE,4,41,2017-11-09,59,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,,2,,3,3,2,4,3,3,3,3,2,3,,S1421,43.68659692,-79.35551029,316433.186,4838303.661
1282993,4152810,2017,2017,1969,PRIVATE,24,Scarborough-Guildwood,421 MARKHAM RD,12,159,2017-11-09,43,Building Audit,18,3,1,3,2,1,3,1,3,2,,1,1,1,4,2,2,3,4,2,,E2430,43.75060779,-79.22103284,327250.617,4845442.448
1282994,4152812,2017,2017,1995,SOCIAL HOUSING,24,Scarborough-Guildwood,525 MARKHAM RD,8,115,2017-11-09,62,Evaluation needs to be conducted in 1 year,19,3,4,2,3,4,4,4,2,3,,1,2,3,3,4,3,4,3,3,4,E2430,43.75675421,-79.22397358,327027.681,4846037.557
1282995,4154148,2017,2017,1960,PRIVATE,15,Don Valley West,8 MILEPOST PL,6,76,2017-11-09,71,Evaluation needs to be conducted in 2 years,18,4,3,3,4,4,4,,3,2,3,3,3,5,4,4,3,4,4,4,,N1533,43.70254322,-79.34725428,317095.469,4840076.383
1282996,4153897,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,55 MONTCLAIR AVE,6,54,2017-11-09,71,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,1,4,3,3,4,3,4,5,3,4,4,3,3,4,,S1230,43.6873822,-79.41322531,311779.843,4838385.392
1282997,4153896,2017,2017,1970,PRIVATE,12,Toronto-St. Paul's,80 MONTCLAIR AVE,6,60,2017-11-09,64,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,1,4,4,3,4,3,3,5,3,4,3,3,3,3,,S1230,43.6876308,-79.41452772,311674.802,4838412.896
1282998,4153015,2017,2017,1960,PRIVATE,4,Parkdale-High Park,32 MAYNARD AVE,8,43,2017-11-09,70,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,2,,4,4,,4,3,5,3,2,3,4,4,3,4,S0436,43.63822866,-79.43826713,309765.298,4832921.915
1282999,4261712,2017,2017,1945,PRIVATE,18,Willowdale,2 OAKBURN CRES,3,11,2017-11-09,63,Evaluation needs to be conducted in 1 year,16,3,3,3,4,3,3,,2,,3,4,2,5,3,3,3,,3,3,,N1828,43.75863165,-79.40540539,312377.294,4846310.018
1283000,4261713,2017,2017,1945,PRIVATE,18,Willowdale,4 OAKBURN CRES,3,11,2017-11-09,64,Evaluation needs to be conducted in 1 year,16,3,3,3,4,3,4,,2,,3,3,3,5,3,3,3,,3,3,,N1828,43.75859953,-79.40511025,312421.145,4846296.211
1283001,4261715,2017,2017,1945,PRIVATE,18,Willowdale,6 OAKBURN CRES,3,11,2017-11-09,63,Evaluation needs to be conducted in 1 year,16,3,3,3,4,3,4,,2,,3,3,3,5,3,3,3,,2,3,,N1828,43.75869476,-79.40477181,312452.329,4846308.568
1283002,4261716,2017,2017,1945,PRIVATE,18,Willowdale,8 OAKBURN CRES,3,11,2017-11-09,66,Evaluation needs to be conducted in 2 years,16,3,3,3,4,3,3,,3,,3,3,3,5,3,3,3,,5,3,,N1828,43.75877054,-79.40441187,312481.303,4846317.021
1283003,4261717,2017,2017,1945,PRIVATE,18,Willowdale,10 OAKBURN CRES,3,11,2017-11-09,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,2,,3,3,3,5,3,3,3,,5,3,,N1828,43.75883815,-79.4040404,312530.397,4846334.063
1283004,4261719,2017,2017,1945,PRIVATE,18,Willowdale,12 OAKBURN CRES,3,11,2017-11-09,66,Evaluation needs to be conducted in 2 years,16,3,3,3,4,3,3,,3,,3,3,3,5,3,3,3,,5,3,,N1828,43.75898727,-79.40380803,312533.428,4846393.567
1283005,4154159,2017,2017,1971,PRIVATE,15,Don Valley West,85 THORNCLIFFE PARK DR,43,500,2017-11-09,73,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,3,5,4,3,3,3,3,4,4,3,,4,3,4,N1533,43.7072324,-79.34122608,317580.333,4840598.257
1283006,4154925,2017,2017,1963,PRIVATE,16,Don Valley East,1222 YORK MILLS RD,4,25,2017-11-09,79,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,4,,5,4,4,4,4,5,4,3,4,4,4,3,,N1622,43.76010598,-79.33187522,318322.047,4846473.697
1283007,4154920,2017,2017,1963,PRIVATE,16,Don Valley East,1264 YORK MILLS RD,7,76,2017-11-09,53,Evaluation needs to be conducted in 1 year,18,3,3,4,2,2,3,2,3,3,,2,3,3,3,3,3,1,3,2,,N1622,43.76118464,-79.32754433,318670.516,4846594.241
1283008,4250529,2017,2017,1965,PRIVATE,5,York South-Weston,2255 WESTON RD,12,101,2017-11-09,62,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,4,4,4,3,,3,2,4,3,4,3,3,3,2,,W0524,43.70457065,-79.5274315,302573.625,4840290.883
1283009,4154121,2017,2017,1970,PRIVATE,14,Toronto-Danforth,33 GAMBLE AVE,4,28,2017-11-09,65,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,4,,3,,3,4,4,5,3,2,3,3,2,3,,S1421,43.68940114,-79.35287203,316645.318,4838615.567
1283010,4154122,2017,2017,1974,PRIVATE,14,Toronto-Danforth,45 GAMBLE AVE,6,49,2017-11-09,64,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,,4,3,,2,4,5,3,2,3,3,2,4,,S1421,43.68948285,-79.35249481,316675.712,4838624.697
1283011,4154136,2017,2017,1964,PRIVATE,14,Toronto-Danforth,20 GAMBLE AVE,12,213,2017-11-09,60,Evaluation needs to be conducted in 1 year,19,3,4,4,3,2,3,2,3,3,,3,3,5,2,3,3,3,2,3,3,S1421,43.68980196,-79.353583,316587.924,4838659.999
1283012,4156580,2017,2017,1967,PRIVATE,16,Don Valley East,1200 YORK MILLS RD,16,222,2017-11-09,65,Evaluation needs to be conducted in 1 year,19,4,3,4,4,4,2,3,3,3,3,3,3,5,3,3,3,3,3,3,,N1622,43.75965862,-79.33501531,318069.302,4846423.49
1283013,4156579,2017,2017,1967,PRIVATE,16,Don Valley East,1202 YORK MILLS RD,22,219,2017-11-09,60,Evaluation needs to be conducted in 1 year,19,3,2,4,4,4,2,3,3,3,2,3,3,4,3,3,2,3,3,3,,N1622,43.76061743,-79.33505406,318065.974,4846530.005
1283014,4154927,2017,2017,1963,PRIVATE,16,Don Valley East,1210 YORK MILLS RD,10,91,2017-11-09,71,Evaluation needs to be conducted in 2 years,19,3,3,3,4,4,4,3,3,4,3,3,4,5,4,3,3,4,4,3,,N1622,43.75990843,-79.33352955,318188.883,4846451.482
1283015,4153535,2017,2017,1960,PRIVATE,13,Toronto Centre,60 GLOUCESTER ST,11,77,2017-11-09,74,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,3,4,4,3,3,4,5,4,4,4,4,3,2,,S1322,43.66739032,-79.3827012,314244.024,4836166.429
1283016,4156156,2017,2017,1969,PRIVATE,15,Don Valley West,322 EGLINTON AVE E,20,207,2017-11-09,76,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,3,4,4,4,,4,4,5,3,4,4,3,3,4,,N1537,,,313787.708,4840784.051
1283017,4156614,2017,2017,2010,PRIVATE,18,Willowdale,105 HARRISON GARDEN BLVD,22,332,2017-11-09,82,Evaluation needs to be conducted in 2 years,19,4,4,4,4,,5,4,3,4,4,4,4,5,4,4,4,4,5,4,4,N1828,43.7575341,-79.40497951,,
1283018,4153037,2017,2017,1992,SOCIAL HOUSING,4,Parkdale-High Park,240 DUNN AVE,5,72,2017-11-09,77,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,2,4,4,3,4,4,4,5,3,4,4,4,4,4,4,S0436,43.6398057,-79.43435227,310080.767,4833098.29
1283019,4153425,2017,2017,1900,SOCIAL HOUSING,13,Toronto Centre,244 CHURCH ST,3,60,2017-11-09,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,4,2,,3,,4,2,3,5,3,4,3,,3,4,4,S1332,43.65596308,-79.37725904,314684.79,4834897.546
1283020,4155872,2017,2017,1910,PRIVATE,13,Toronto Centre,592 CHURCH ST,3,12,2017-11-09,56,Evaluation needs to be conducted in 1 year,14,2,3,3,2,,2,,3,,,2,3,4,3,3,3,,3,3,,S1322,43.66703152,-79.3817873,314317.525,4836127.624
1283021,4153534,2017,2017,1910,PRIVATE,13,Toronto Centre,608 CHURCH ST,4,35,2017-11-09,67,Evaluation needs to be conducted in 2 years,14,3,4,4,3,,2,,3,,,3,4,4,3,3,4,,4,3,,S1322,43.66801604,-79.38207934,314294.076,4836236.013
1283022,4153480,2017,2017,1994,SOCIAL HOUSING,13,Toronto Centre,84 CARLTON ST,12,154,2017-11-09,67,Evaluation needs to be conducted in 2 years,19,3,3,4,2,3,3,3,4,3,,3,3,4,4,3,3,4,4,4,4,S1326,43.66224052,-79.37870265,314567.32,4835594.787
1283023,4153476,2017,2017,1973,PRIVATE,13,Toronto Centre,140 CARLTON ST,23,375,2017-11-09,62,Evaluation needs to be conducted in 1 year,19,4,4,4,3,1,3,3,3,3,,3,4,5,4,2,3,3,3,1,3,S1326,43.66315507,-79.37519401,314849.888,4835697.742
1283024,4153040,2017,2017,1968,PRIVATE,4,Parkdale-High Park,12 ELM GROVE AVE,4,32,2017-11-08,71,Evaluation needs to be conducted in 2 years,15,4,3,4,3,3,2,,4,,,3,3,5,4,4,4,,4,3,,S0436,43.63899055,-79.43105305,310347.29,4833006.982
1283025,4153026,2017,2017,1917,PRIVATE,4,Parkdale-High Park,189 DOWLING AVE,4,10,2017-11-08,57,Evaluation needs to be conducted in 1 year,14,3,3,2,3,,3,,3,,,2,2,5,3,3,2,,3,3,,S0436,43.63961094,-79.4394717,309667.989,4833097.526
1283026,4154090,2017,2017,1950,PRIVATE,14,Toronto-Danforth,165 COSBURN AVE,6,83,2017-11-08,69,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,2,,4,3,3,4,4,2,4,3,4,4,3,3,,S1422,43.68977043,-79.34554472,317235.905,4838657.626
1283027,4154093,2017,2017,1967,PRIVATE,14,Toronto-Danforth,205 COSBURN AVE,12,160,2017-11-08,65,Evaluation needs to be conducted in 1 year,19,5,4,3,3,2,2,3,3,3,4,3,3,3,3,3,5,3,4,3,,S1422,43.69007194,-79.34393549,317365.564,4838691.356
1283028,4152904,2017,2017,1920,PRIVATE,4,Parkdale-High Park,2407 BLOOR ST W,3,12,2017-11-08,76,Evaluation needs to be conducted in 2 years,16,4,3,3,4,4,3,,4,,,4,4,5,4,4,4,,4,3,4,S0430,43.6493332,-79.48319347,306140.164,4834153.961
1283029,4156380,2017,2017,1965,PRIVATE,14,Toronto-Danforth,225 COSBURN AVE,8,95,2017-11-08,76,Evaluation needs to be conducted in 2 years,19,2,3,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,3,,S1422,43.69031544,-79.34319838,317415.325,4838715.468
1283030,4270534,2017,2017,1981,PRIVATE,2,Etobicoke Centre,105 CLEMENT RD,7,195,2017-11-08,73,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,3,4,3,4,,4,3,5,4,3,3,,4,3,4,W0221,43.68052292,-79.55416175,300417.27,4837621.239
1283031,4153551,2017,2017,1915,PRIVATE,11,University-Rosedale,30 CHARLES ST E,3,21,2017-11-08,71,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,3,,3,,3,4,4,5,3,3,3,,3,4,,S1137,43.66919891,-79.38481582,314072.949,4836368.069
1283032,4153538,2017,2017,1958,PRIVATE,13,Toronto Centre,55 CHARLES ST E,9,75,2017-11-08,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,3,,3,4,,4,4,4,4,3,4,4,4,3,,S1322,43.66890094,-79.3835317,314176.813,4836334.156
1283033,4153001,2017,2017,1900,PRIVATE,4,Parkdale-High Park,120 DOWLING AVE,3,17,2017-11-08,59,Evaluation needs to be conducted in 1 year,16,3,3,3,2,2,3,,3,,,3,3,5,3,3,3,3,2,3,,S0437,43.63647141,-79.43888196,309715.834,4832726.665
1283034,4233294,2017,2017,1983,SOCIAL HOUSING,4,Parkdale-High Park,176 COWAN AVE,8,127,2017-11-08,79,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,,4,3,5,4,4,4,3,4,4,4,S0436,43.6393771,-79.43310826,310181.437,4833049.798
1283035,4155744,2017,2017,1977,SOCIAL HOUSING,4,Parkdale-High Park,66 RONCESVALLES AVE,11,200,2017-11-08,77,Evaluation needs to be conducted in 2 years,18,4,3,5,4,3,4,3,4,5,,4,4,3,4,3,4,,4,4,4,S0434,43.64019946,-79.44730758,309044.957,4833145.277
1283036,4153051,2017,2017,1914,PRIVATE,4,Parkdale-High Park,310 RONCESVALLES AVE,4,13,2017-11-08,56,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,3,2,3,2,,2,3,,S0432,43.64920069,-79.45050202,308777.417,4834140.227
1283037,4153072,2017,2017,1930,PRIVATE,4,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2017-11-08,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,3,,,3,3,5,3,3,3,3,3,3,,S0433,43.6531202,-79.45132954,308710.143,4834576.586
1283038,4153472,2017,2017,1963,PRIVATE,13,Toronto Centre,392 SHERBOURNE ST,10,128,2017-11-08,62,Evaluation needs to be conducted in 1 year,18,3,3,3,3,4,3,,3,3,,3,2,4,3,3,3,3,3,3,4,S1326,43.66409611,-79.37382821,314960.149,4835801.501
1283039,4153739,2017,2017,1950,PRIVATE,11,University-Rosedale,4 SHERBOURNE ST N,4,34,2017-11-08,71,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,3,3,4,,4,4,5,4,3,3,3,4,3,,S1131,43.67401845,-79.3778038,314637.899,4836903.35
1283040,4153947,2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,130 OLD FOREST HILL RD,6,42,2017-11-08,59,Evaluation needs to be conducted in 1 year,17,3,3,3,1,3,1,,3,3,,2,3,5,4,2,3,4,4,3,,S1225,43.70116527,-79.42344822,310954.318,4839915.849
1283041,4153439,2017,2017,1974,PRIVATE,13,Toronto Centre,266 SHERBOURNE ST,13,121,2017-11-08,59,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,3,3,3,3,,2,4,3,4,2,2,3,4,3,,S1328,43.6592968,-79.37182387,315122.618,4835268.564
1283042,4153035,2017,2017,1910,SOCIAL HOUSING,4,Parkdale-High Park,1387 QUEEN ST W,4,23,2017-11-08,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,,3,,,3,3,5,3,3,3,,3,3,,S0436,43.6404341,-79.43622766,309929.667,4833167.036
1283043,4153009,2017,2017,1912,PRIVATE,4,Parkdale-High Park,1501 QUEEN ST W,3,38,2017-11-08,52,Evaluation needs to be conducted in 1 year,15,2,3,3,3,2,3,,3,,,3,3,3,2,2,2,,2,3,,S0436,43.63961603,-79.44090649,309552.238,4833075.896
1283044,4153005,2017,2017,1900,PRIVATE,4,Parkdale-High Park,1609 QUEEN ST W,3,41,2017-11-08,53,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,,2,,,3,3,3,2,2,3,,2,3,,S0436,43.63873883,-79.44444531,309266.777,4832978.253
1283045,4153004,2017,2017,1900,PRIVATE,4,Parkdale-High Park,1621 QUEEN ST W,6,74,2017-11-08,53,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,2,2,,2,3,3,2,2,3,,2,3,,S0436,43.63877827,-79.44488374,309231.4,4832982.61
1283046,4153067,2017,2017,1967,PRIVATE,4,Parkdale-High Park,59 RONCESVALLES AVE,4,38,2017-11-08,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,3,3,3,,3,3,,S0435,43.64071962,-79.4465974,309092.998,4833198.193
1283047,4155188,2017,2017,1954,PRIVATE,5,York South-Weston,2 JASPER AVE,3,22,2017-11-08,51,Evaluation needs to be conducted in 1 year,17,2,2,2,2,2,2,,2,,2,3,2,5,3,2,3,3,3,3,,W0535,43.68350751,-79.48301258,306153.977,4837950.505
1283048,4155442,2017,2017,1962,PRIVATE,1,Etobicoke North,2328 ISLINGTON AVE,7,68,2017-11-08,62,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,,2,3,,3,3,5,3,3,3,3,4,3,,W0130,43.71721618,-79.55670007,300215.686,4841696.915
1283049,4155186,2017,2017,1958,PRIVATE,5,York South-Weston,38 LAMBTON AVE,3,26,2017-11-08,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,,3,,,3,3,4,4,4,4,,3,3,,W0535,43.68380425,-79.48709013,305825.229,4837983.417
1283050,4155187,2017,2017,1958,PRIVATE,5,York South-Weston,40 LAMBTON AVE,3,26,2017-11-08,65,Evaluation needs to be conducted in 1 year,15,3,2,3,3,3,2,,3,,,4,3,5,4,4,4,,3,3,,W0535,43.68375173,-79.48730829,305807.641,4837977.58
1283051,4153033,2017,2017,1957,PRIVATE,4,Parkdale-High Park,169 JAMESON AVE,8,72,2017-11-08,66,Evaluation needs to be conducted in 2 years,16,4,3,5,3,,4,,3,3,,3,4,5,3,2,2,3,3,3,,S0436,43.6382977,-79.43605421,309943.839,4832929.71
1283052,4153029,2017,2017,1962,PRIVATE,4,Parkdale-High Park,200 JAMESON AVE,12,100,2017-11-08,63,Evaluation needs to be conducted in 1 year,18,4,3,3,3,3,2,3,3,3,,4,3,5,3,3,3,3,3,3,,S0436,43.63982065,-79.4374577,309830.477,4833098.817
1283053,4152922,2017,2017,1960,PRIVATE,4,Parkdale-High Park,392 JANE ST,6,32,2017-11-08,66,Evaluation needs to be conducted in 2 years,18,4,3,3,3,3,2,3,4,3,,4,4,4,3,4,4,3,3,2,,S0426,43.65801021,-79.48836441,305722.865,4835117.844
1283054,4153020,2017,2017,1967,PRIVATE,4,Parkdale-High Park,160 JAMESON AVE,7,96,2017-11-08,60,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,,3,3,,3,2,5,3,2,3,3,3,3,,S0436,43.63765643,-79.4366088,309899.145,4832858.439
1283055,4155429,2017,2017,1968,PRIVATE,1,Etobicoke North,2329 KIPLING AVE,5,40,2017-11-08,62,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,,3,2,,4,3,5,2,3,3,3,4,3,,W0130,43.73188798,-79.5760048,298661.68,4843328.069
1283056,4155108,2017,2017,1957,PRIVATE,5,York South-Weston,1960 KEELE ST,3,28,2017-11-08,52,Evaluation needs to be conducted in 1 year,17,3,2,3,2,2,3,,3,3,2,3,2,4,3,3,2,,2,2,,W0532,43.69621507,-79.47572721,306740.752,4839363.327
1283057,4155107,2017,2017,1960,PRIVATE,5,York South-Weston,1970 KEELE ST,4,45,2017-11-08,56,Evaluation needs to be conducted in 1 year,17,3,3,3,2,3,2,,2,4,,2,3,3,3,3,3,3,3,3,,W0532,43.69659898,-79.47589895,306726.898,4839405.973
1283058,4155336,2017,2017,1954,PRIVATE,2,Etobicoke Centre,3 ANGLESEY BLVD,4,22,2017-11-08,59,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,,3,,3,3,3,3,3,3,3,,3,3,,W0229,43.66525874,-79.52024483,303151.607,4835923.333
1283059,4155335,2017,2017,1954,PRIVATE,2,Etobicoke Centre,7 ANGLESEY BLVD,4,19,2017-11-08,59,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,,3,,3,3,3,3,3,3,3,,3,3,,W0229,43.6651374,-79.5205513,303126.888,4835909.86
1283060,4152856,2017,2017,1971,PRIVATE,22,Scarborough-Agincourt,375 BAY MILLS BLVD,14,188,2017-11-08,82,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,4,3,5,,3,5,5,5,4,4,4,5,4,,E2226,43.78238773,-79.30087419,320812.374,4848954.635
1283061,4153604,2017,2017,1929,PRIVATE,14,Toronto-Danforth,569 BROADVIEW AVE,4,48,2017-11-08,66,Evaluation needs to be conducted in 2 years,16,3,3,4,4,3,4,,3,,3,4,2,5,3,2,4,,3,3,,S1428,43.67247181,-79.35505603,316472.52,4836734.465
1283062,4154139,2017,2017,1969,PRIVATE,14,Toronto-Danforth,1000 BROADVIEW AVE,18,110,2017-11-08,64,Evaluation needs to be conducted in 1 year,18,4,4,4,1,3,3,3,3,3,,3,3,5,3,3,3,4,3,3,,S1421,43.68286025,-79.35770666,316256.567,4837889.181
1283063,4153630,2017,2017,1927,PRIVATE,14,Toronto-Danforth,245-247 LOGAN AVE,4,21,2017-11-08,53,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,2,,2,,,2,2,3,3,3,3,,3,3,,S1441,,,317503.543,4835393.504
1283064,4255506,2017,2017,1957,PRIVATE,3,Etobicoke-Lakeshore,1 NEWHOLM RD,4,27,2017-11-08,59,Evaluation needs to be conducted in 1 year,16,3,3,3,4,3,2,,4,,,4,3,3,2,3,3,2,2,3,,W0329,43.63650442,-79.48774356,305773.28,4832728.695
1283065,4156628,2017,2017,2011,PRIVATE,3,Etobicoke-Lakeshore,7 SUMMERLAND TER,21,218,2017-11-08,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,,3,4,3,4,,4,3,4,4,4,4,4,4,5,4,W0321,43.64348695,-79.531938,,
1283066,4152958,2017,2017,1962,PRIVATE,4,Parkdale-High Park,47 SPENCER AVE,5,56,2017-11-08,73,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,2,,4,4,3,4,3,5,4,4,4,3,3,4,,S0437,43.63575252,-79.42934008,310485.527,4832648.324
1283067,4152974,2017,2017,1965,PRIVATE,4,Parkdale-High Park,40 TYNDALL AVE,7,65,2017-11-08,67,Evaluation needs to be conducted in 2 years,19,4,3,5,4,4,3,4,3,3,2,4,3,4,3,4,3,3,3,2,,S0437,43.63562268,-79.4284981,310553.738,4832633
1283068,4152973,2017,2017,1959,PRIVATE,4,Parkdale-High Park,60 TYNDALL AVE,9,69,2017-11-08,69,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,4,4,3,4,,3,3,4,3,3,3,3,3,3,,S0437,43.63588529,-79.42872102,310535.728,4832662.16
1283069,4152972,2017,2017,1962,PRIVATE,4,Parkdale-High Park,90 TYNDALL AVE,18,120,2017-11-08,69,Evaluation needs to be conducted in 2 years,19,4,5,5,3,4,3,3,3,3,2,3,3,5,3,3,3,4,3,4,,S0437,43.63618877,-79.4287695,310531.789,4832695.871
1283070,4152967,2017,2017,1965,PRIVATE,4,Parkdale-High Park,118 TYNDALL AVE,10,93,2017-11-08,69,Evaluation needs to be conducted in 2 years,18,3,3,5,4,4,2,4,3,3,,4,4,4,3,3,4,3,3,3,,S0437,43.63737861,-79.42921704,310495.572,4832828.025
1283071,4152953,2017,2017,1963,PRIVATE,4,Parkdale-High Park,135 TYNDALL AVE,11,216,2017-11-08,61,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,2,3,3,4,,4,3,3,3,3,3,3,3,3,,S0437,43.6377207,-79.42833303,310566.868,4832866.086
1283072,4155731,2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,330 SPADINA RD,22,141,2017-11-08,72,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,1,4,3,4,,4,4,5,3,4,4,3,4,3,3,S1236,43.68350232,-79.411166,311926.227,4837949.908
1283073,4153488,2017,2017,1979,PRIVATE,13,Toronto Centre,25 WELLESLEY ST E,9,47,2017-11-08,54,Evaluation needs to be conducted in 1 year,17,3,2,3,2,,3,2,3,3,,3,2,3,2,3,3,3,3,3,,S1326,43.664891,-79.38318165,314205.404,4835889.677
1283074,4153496,2017,2017,1926,PRIVATE,13,Toronto Centre,77 WELLESLEY ST E,4,30,2017-11-08,71,Evaluation needs to be conducted in 2 years,17,4,3,4,4,3,2,4,3,4,,4,4,4,3,4,3,,4,3,,S1326,43.66554273,-79.38053074,314419.363,4835961.416
1283075,4153510,2017,2017,1963,PRIVATE,13,Toronto Centre,80 WELLESLEY ST E,12,76,2017-11-08,66,Evaluation needs to be conducted in 2 years,19,3,3,4,4,3,2,3,3,2,3,3,3,5,3,4,3,4,4,4,,S1322,43.66614388,-79.38026749,314440.499,4836028.229
